U5 amp,U5 ang,U8 amp,U8 ang,P5,Q5,P8,Q8,KS an,Time(0-10s),
0.963299599,21.15766903,0.990271424,26.48460173,0.331692556,0.184755258,-0.767832818,-0.109766992,Line6,,
0.963296056,21.13585363,0.990266996,26.4628572,0.331682556,0.184763895,-0.767834477,-0.109758818,Line6,,
0.963292508,21.11399597,0.990262567,26.44107269,0.331672351,0.184772558,-0.767836094,-0.109750693,Line6,,
0.963288957,21.09210233,0.990258138,26.41925419,0.331661969,0.184781242,-0.767837675,-0.109742614,Line6,,
0.963285404,21.07017893,0.990253711,26.39740761,0.33165144,0.184789941,-0.767839223,-0.109734579,Line6,,
0.963281853,21.04823193,0.990249288,26.37553874,0.331640796,0.184798646,-0.76784074,-0.109726587,Line6,,
0.963278306,21.0262674,0.990244872,26.35365331,0.331630074,0.184807349,-0.76784223,-0.109718638,Line6,,
0.963274765,21.00429134,0.990240464,26.33175697,0.331619309,0.184816039,-0.767843695,-0.109710733,Line6,,
0.963271234,20.98230968,0.99023607,26.30985527,0.331608536,0.184824705,-0.767845137,-0.109702873,Line6,,
0.963267716,20.96032828,0.990231691,26.2879537,0.331597794,0.184833338,-0.767846556,-0.109695061,Line6,,
0.963264213,20.93835291,0.990227331,26.26605767,0.331587118,0.184841925,-0.767847953,-0.1096873,Line6,,
0.963260731,20.91638927,0.990222995,26.24417253,0.331576545,0.184850454,-0.767849328,-0.109679594,Line6,,
0.963257272,20.89444294,0.990218685,26.22230354,0.331566109,0.184858914,-0.767850678,-0.109671947,Line6,,
0.96325384,20.87251947,0.990214406,26.2004559,0.331555845,0.184867293,-0.767852004,-0.109664365,Line6,,
0.963250438,20.85062427,0.990210161,26.17863475,0.331545783,0.184875579,-0.767853303,-0.109656852,Line6,,
0.963247069,20.82876269,0.990205955,26.15684516,0.331535952,0.184883761,-0.767854572,-0.109649415,Line6,,
0.963243738,20.80693996,0.99020179,26.13509212,0.331526381,0.184891829,-0.767855808,-0.10964206,Line6,,
