Time;Voltage
14,17;1,039995789
14,18;1,039996253
14,19;1,039996713
14,2;1,039997168
14,21;1,039997619
14,22;1,039998066
14,23;1,039998507
14,24;1,039998945
14,25;1,039999378
14,26;1,039999807
14,27;1,040000231
14,28;1,040000651
14,29;1,040001066
14,3;1,040001477
14,31;1,040001884
14,32;1,040002286
14,33;1,040002684
14,34;1,040003077
14,35;1,040003466
14,36;1,040003851
14,37;1,040004231
14,38;1,040004606
14,39;1,040004977
14,4;1,040005344
14,41;1,040005706
14,42;1,040006063
14,43;1,040006416
14,44;1,040006765
14,45;1,040007109
14,46;1,040007448
14,47;1,040007783
14,48;1,040008114
14,49;1,04000844
14,5;1,040008762
14,51;1,040009079
14,52;1,040009392
14,53;1,0400097
14,54;1,040010005
14,55;1,040010305
14,56;1,040010601
14,57;1,040010892
14,58;1,04001118
14,59;1,040011463
14,6;1,040011742
14,61;1,040012018
14,62;1,040012289
14,63;1,040012556
14,64;1,040012819
14,65;1,040013079
14,66;1,040013334
14,67;1,040013586
14,68;1,040013833
14,69;1,040014077
14,7;1,040014317
14,71;1,040014553
14,72;1,040014785
14,73;1,040015014
14,74;1,040015238
14,75;1,040015459
14,76;1,040015676
14,77;1,04001589
14,78;1,040016099
14,79;1,040016305
14,8;1,040016507
14,81;1,040016706
14,82;1,0400169
14,83;1,040017091
14,84;1,040017279
14,85;1,040017463
14,86;1,040017643
14,87;1,040017819
14,88;1,040017993
14,89;1,040018162
14,9;1,040018328
14,91;1,040018491
14,92;1,04001865
14,93;1,040018805
14,94;1,040018958
14,95;1,040019106
14,96;1,040019252
14,97;1,040019394
14,98;1,040019532
14,99;1,040019668
15;1,0400198
15,01;1,040019928
15,02;1,040020053
15,03;1,040020176
15,04;1,040020294
15,05;1,04002041
15,06;1,040020522
15,07;1,040020631
15,08;1,040020737
15,09;1,04002084
15,1;1,040020939
15,11;1,040021036
15,12;1,040021129
15,13;1,04002122
15,14;1,040021307
15,15;1,040021391
15,16;1,040021473
15,17;1,040021552
15,18;1,040021627
15,19;1,0400217
15,2;1,04002177
15,21;1,040021837
15,22;1,040021902
15,23;1,040021964
15,24;1,040022023
15,25;1,04002208
15,26;1,040022133
15,27;1,040022185
15,28;1,040022233
15,29;1,04002228
15,3;1,040022323
15,31;1,040022364
15,32;1,040022403
15,33;1,040022439
15,34;1,040022473
15,35;1,040022504
15,36;1,040022533
15,37;1,040022559
15,38;1,040022583
15,39;1,040022605
15,4;1,040022624
15,41;1,040022641
15,42;1,040022655
15,43;1,040022668
15,44;1,040022678
15,45;1,040022685
15,46;1,040022691
15,47;1,040022694
15,48;1,040022695
15,49;1,040022694
15,5;1,04002269
15,51;1,040022685
15,52;1,040022677
15,53;1,040022668
15,54;1,040022656
15,55;1,040022642
15,56;1,040022626
15,57;1,040022609
15,58;1,040022589
15,59;1,040022567
15,6;1,040022544
15,61;1,040022518
15,62;1,040022491
15,63;1,040022462
15,64;1,040022431
15,65;1,040022398
15,66;1,040022363
15,67;1,040022327
15,68;1,040022289
15,69;1,040022249
15,7;1,040022208
15,71;1,040022164
15,72;1,04002212
15,73;1,040022073
15,74;1,040022025
15,75;1,040021976
15,76;1,040021925
15,77;1,040021872
15,78;1,040021818
15,79;1,040021762
15,8;1,040021705
15,81;1,040021647
15,82;1,040021587
15,83;1,040021526
15,84;1,040021463
15,85;1,040021399
15,86;1,040021334
15,87;1,040021267
15,88;1,0400212
15,89;1,040021131
15,9;1,04002106
15,91;1,040020989
15,92;1,040020916
15,93;1,040020842
15,94;1,040020767
15,95;1,040020691
15,96;1,040020614
15,97;1,040020536
15,98;1,040020456
15,99;1,040020376
16;1,040020294
16,01;1,040020211
16,02;1,040020128
16,03;1,040020043
16,04;1,040019957
16,05;1,04001987
16,06;1,040019783
16,07;1,040019694
16,08;1,040019604
16,09;1,040019514
16,1;1,040019422
16,11;1,04001933
16,12;1,040019237
16,13;1,040019143
16,14;1,040019048
16,15;1,040018952
16,16;1,040018856
16,17;1,040018758
16,18;1,04001866
16,19;1,040018562
16,2;1,040018462
16,21;1,040018362
16,22;1,040018262
16,23;1,04001816
16,24;1,040018058
16,25;1,040017956
16,26;1,040017852
16,27;1,040017749
16,28;1,040017644
16,29;1,040017539
16,3;1,040017434
16,31;1,040017328
16,32;1,040017222
16,33;1,040017115
16,34;1,040017007
16,35;1,0400169
16,36;1,040016791
16,37;1,040016683
16,38;1,040016574
16,39;1,040016464
16,4;1,040016354
16,41;1,040016244
16,42;1,040016134
16,43;1,040016023
16,44;1,040015911
16,45;1,0400158
16,46;1,040015688
16,47;1,040015576
16,48;1,040015464
16,49;1,040015351
16,5;1,040015238
16,51;1,040015125
16,52;1,040015012
16,53;1,040014898
16,54;1,040014784
16,55;1,040014671
16,56;1,040014556
16,57;1,040014442
16,58;1,040014328
16,59;1,040014213
16,6;1,040014099
16,61;1,040013984
16,62;1,040013869
16,63;1,040013754
16,64;1,040013639
16,65;1,040013524
16,66;1,040013409
16,67;1,040013294
16,68;1,040013179
16,69;1,040013063
16,7;1,040012948
16,71;1,040012833
16,72;1,040012718
16,73;1,040012602
16,74;1,040012487
16,75;1,040012372
16,76;1,040012257
16,77;1,040012142
16,78;1,040012027
16,79;1,040011912
16,8;1,040011797
16,81;1,040011682
16,82;1,040011568
16,83;1,040011454
16,84;1,040011339
16,85;1,040011225
16,86;1,040011111
16,87;1,040010997
16,88;1,040010884
16,89;1,04001077
16,9;1,040010657
16,91;1,040010544
16,92;1,040010432
16,93;1,040010319
16,94;1,040010207
16,95;1,040010095
16,96;1,040009983
16,97;1,040009871
16,98;1,04000976
16,99;1,040009649
17;1,040009538
17,01;1,040009428
17,02;1,040009318
17,03;1,040009208
17,04;1,040009098
17,05;1,040008989
17,06;1,04000888
17,07;1,040008772
17,08;1,040008663
17,09;1,040008556
17,1;1,040008448
17,11;1,040008341
17,12;1,040008234
17,13;1,040008127
17,14;1,040008021
17,15;1,040007915
17,16;1,04000781
17,17;1,040007705
17,18;1,0400076
17,19;1,040007496
17,2;1,040007392
17,21;1,040007289
17,22;1,040007186
17,23;1,040007083
17,24;1,040006981
17,25;1,040006879
17,26;1,040006778
17,27;1,040006677
17,28;1,040006577
17,29;1,040006477
17,3;1,040006377
17,31;1,040006278
17,32;1,040006179
17,33;1,040006081
17,34;1,040005984
17,35;1,040005886
17,36;1,04000579
17,37;1,040005694
17,38;1,040005598
17,39;1,040005503
17,4;1,040005408
17,41;1,040005314
17,42;1,04000522
17,43;1,040005127
17,44;1,040005034
17,45;1,040004942
17,46;1,04000485
17,47;1,040004759
17,48;1,040004668
17,49;1,040004578
17,5;1,040004489
17,51;1,0400044
17,52;1,040004311
17,53;1,040004223
17,54;1,040004136
17,55;1,040004049
17,56;1,040003963
17,57;1,040003877
17,58;1,040003792
17,59;1,040003707
17,6;1,040003623
17,61;1,04000354
17,62;1,040003457
17,63;1,040003374
17,64;1,040003292
17,65;1,040003211
17,66;1,04000313
17,67;1,04000305
17,68;1,040002971
17,69;1,040002892
17,7;1,040002813
17,71;1,040002735
17,72;1,040002658
17,73;1,040002581
17,74;1,040002505
17,75;1,040002429
17,76;1,040002354
17,77;1,04000228
17,78;1,040002206
17,79;1,040002133
17,8;1,04000206
17,81;1,040001988
17,82;1,040001916
17,83;1,040001845
17,84;1,040001775
17,85;1,040001705
17,86;1,040001636
17,87;1,040001567
17,88;1,040001499
17,89;1,040001432
17,9;1,040001365
17,91;1,040001299
17,92;1,040001233
17,93;1,040001168
17,94;1,040001103
17,95;1,040001039
17,96;1,040000976
17,97;1,040000913
17,98;1,040000851
17,99;1,040000789
18;1,040000728
18,01;1,040000668
18,02;1,040000608
18,03;1,040000549
18,04;1,04000049
18,05;1,040000432
18,06;1,040000374
18,07;1,040000317
18,08;1,040000261
18,09;1,040000205
18,1;1,04000015
18,11;1,040000095
18,12;1,040000041
18,13;1,039999988
18,14;1,039999935
18,15;1,039999883
18,16;1,039999831
18,17;1,03999978
18,18;1,039999729
18,19;1,039999679
18,2;1,03999963
18,21;1,039999581
18,22;1,039999532
18,23;1,039999484
18,24;1,039999437
18,25;1,039999391
18,26;1,039999344
18,27;1,039999299
18,28;1,039999254
18,29;1,039999209
18,3;1,039999165
18,31;1,039999122
18,32;1,039999079
18,33;1,039999037
18,34;1,039998995
18,35;1,039998954
18,36;1,039998913
18,37;1,039998873
18,38;1,039998833
18,39;1,039998794
18,4;1,039998756
18,41;1,039998718
18,42;1,03999868
18,43;1,039998643
18,44;1,039998607
18,45;1,039998571
18,46;1,039998535
18,47;1,0399985
18,48;1,039998466
18,49;1,039998432
18,5;1,039998399
18,51;1,039998366
18,52;1,039998334
18,53;1,039998302
18,54;1,039998271
18,55;1,03999824
18,56;1,039998209
18,57;1,03999818
18,58;1,03999815
18,59;1,039998121
18,6;1,039998093
18,61;1,039998065
18,62;1,039998038
18,63;1,039998011
18,64;1,039997984
18,65;1,039997958
18,66;1,039997933
18,67;1,039997908
18,68;1,039997883
18,69;1,039997859
18,7;1,039997835
18,71;1,039997812
18,72;1,039997789
18,73;1,039997767
18,74;1,039997745
18,75;1,039997724
18,76;1,039997703
18,77;1,039997682
18,78;1,039997662
18,79;1,039997643
18,8;1,039997624
18,81;1,039997605
18,82;1,039997586
18,83;1,039997568
18,84;1,039997551
18,85;1,039997534
18,86;1,039997517
18,87;1,039997501
18,88;1,039997485
18,89;1,03999747
18,9;1,039997455
18,91;1,03999744
18,92;1,039997426
18,93;1,039997412
18,94;1,039997398
18,95;1,039997385
18,96;1,039997373
18,97;1,03999736
18,98;1,039997348
18,99;1,039997337
19;1,039997326
19,01;1,039997315
19,02;1,039997304
19,03;1,039997294
19,04;1,039997285
19,05;1,039997275
19,06;1,039997266
19,07;1,039997258
19,08;1,039997249
19,09;1,039997242
19,1;1,039997234
19,11;1,039997227
19,12;1,03999722
19,13;1,039997213
19,14;1,039997207
19,15;1,039997201
19,16;1,039997196
19,17;1,03999719
19,18;1,039997185
19,19;1,039997181
19,2;1,039997177
19,21;1,039997173
19,22;1,039997169
19,23;1,039997166
19,24;1,039997163
19,25;1,03999716
19,26;1,039997157
19,27;1,039997155
19,28;1,039997153
19,29;1,039997152
19,3;1,03999715
19,31;1,039997149
19,32;1,039997149
19,33;1,039997148
19,34;1,039997148
19,35;1,039997148
19,36;1,039997149
19,37;1,039997149
19,38;1,03999715
19,39;1,039997151
19,4;1,039997153
19,41;1,039997154
19,42;1,039997156
19,43;1,039997158
19,44;1,039997161
19,45;1,039997163
19,46;1,039997166
19,47;1,039997169
19,48;1,039997173
19,49;1,039997176
19,5;1,03999718
19,51;1,039997184
19,52;1,039997188
19,53;1,039997193
19,54;1,039997198
19,55;1,039997203
19,56;1,039997208
19,57;1,039997213
19,58;1,039997219
19,59;1,039997224
19,6;1,03999723
19,61;1,039997236
19,62;1,039997243
19,63;1,039997249
19,64;1,039997256
19,65;1,039997263
19,66;1,03999727
19,67;1,039997277
19,68;1,039997285
19,69;1,039997292
19,7;1,0399973
19,71;1,039997308
19,72;1,039997316
19,73;1,039997325
19,74;1,039997333
19,75;1,039997342
19,76;1,039997351
19,77;1,03999736
19,78;1,039997369
19,79;1,039997378
19,8;1,039997387
19,81;1,039997397
19,82;1,039997407
19,83;1,039997417
19,84;1,039997427
19,85;1,039997437
19,86;1,039997447
19,87;1,039997457
19,88;1,039997468
19,89;1,039997478
19,9;1,039997489
19,91;1,0399975
19,92;1,039997511
19,93;1,039997522
19,94;1,039997534
19,95;1,039997545
19,96;1,039997556
19,97;1,039997568
19,98;1,03999758
19,99;1,039997591
20;1,039997603
20,01;1,039997615
20,02;1,039997627
20,03;1,03999764
20,04;1,039997652
20,05;1,039997664
20,06;1,039997677
20,07;1,039997689
20,08;1,039997702
20,09;1,039997714
20,1;1,039997727
20,11;1,03999774
20,12;1,039997753
20,13;1,039997766
20,14;1,039997779
20,15;1,039997792
20,16;1,039997806
20,17;1,039997819
20,18;1,039997832
20,19;1,039997846
20,2;1,039997859
20,21;1,039997873
20,22;1,039997886
20,23;1,0399979
20,24;1,039997914
20,25;1,039997927
20,26;1,039997941
20,27;1,039997955
20,28;1,039997969
20,29;1,039997983
20,3;1,039997997
20,31;1,039998011
20,32;1,039998025
20,33;1,039998039
20,34;1,039998053
20,35;1,039998067
20,36;1,039998081
20,37;1,039998096
20,38;1,03999811
20,39;1,039998124
20,4;1,039998139
20,41;1,039998153
20,42;1,039998167
20,43;1,039998182
20,44;1,039998196
20,45;1,03999821
20,46;1,039998225
20,47;1,039998239
20,48;1,039998254
20,49;1,039998268
20,5;1,039998283
20,51;1,039998297
20,52;1,039998312
20,53;1,039998326
20,54;1,039998341
20,55;1,039998355
20,56;1,039998369
20,57;1,039998384
20,58;1,039998398
20,59;1,039998413
20,6;1,039998427
20,61;1,039998442
20,62;1,039998456
20,63;1,039998471
20,64;1,039998485
20,65;1,0399985
20,66;1,039998514
20,67;1,039998529
20,68;1,039998543
20,69;1,039998557
20,7;1,039998572
20,71;1,039998586
20,72;1,0399986
20,73;1,039998615
20,74;1,039998629
20,75;1,039998643
20,76;1,039998657
20,77;1,039998672
20,78;1,039998686
20,79;1,0399987
20,8;1,039998714
20,81;1,039998728
20,82;1,039998742
20,83;1,039998756
20,84;1,03999877
20,85;1,039998784
20,86;1,039998798
20,87;1,039998812
20,88;1,039998826
20,89;1,03999884
20,9;1,039998854
20,91;1,039998867
20,92;1,039998881
20,93;1,039998895
20,94;1,039998908
20,95;1,039998922
20,96;1,039998936
20,97;1,039998949
20,98;1,039998962
20,99;1,039998976
21;1,039998989
21,01;1,039999003
21,02;1,039999016
21,03;1,039999029
21,04;1,039999042
21,05;1,039999055
21,06;1,039999068
21,07;1,039999081
21,08;1,039999094
21,09;1,039999107
21,1;1,03999912
21,11;1,039999133
21,12;1,039999146
21,13;1,039999158
21,14;1,039999171
21,15;1,039999184
21,16;1,039999196
21,17;1,039999209
21,18;1,039999221
21,19;1,039999233
21,2;1,039999246
21,21;1,039999258
21,22;1,03999927
21,23;1,039999282
21,24;1,039999294
21,25;1,039999306
21,26;1,039999318
21,27;1,03999933
21,28;1,039999342
21,29;1,039999354
21,3;1,039999365
21,31;1,039999377
21,32;1,039999388
21,33;1,0399994
21,34;1,039999411
21,35;1,039999423
21,36;1,039999434
21,37;1,039999445
21,38;1,039999456
21,39;1,039999467
21,4;1,039999478
21,41;1,039999489
21,42;1,0399995
21,43;1,039999511
21,44;1,039999522
21,45;1,039999532
21,46;1,039999543
21,47;1,039999553
21,48;1,039999564
21,49;1,039999574
21,5;1,039999585
21,51;1,039999595
21,52;1,039999605
21,53;1,039999615
21,54;1,039999625
21,55;1,039999635
21,56;1,039999645
21,57;1,039999655
21,58;1,039999665
21,59;1,039999674
21,6;1,039999684
21,61;1,039999693
21,62;1,039999703
21,63;1,039999712
21,64;1,039999721
21,65;1,039999731
21,66;1,03999974
21,67;1,039999749
21,68;1,039999758
21,69;1,039999767
21,7;1,039999776
21,71;1,039999785
21,72;1,039999793
21,73;1,039999802
21,74;1,03999981
21,75;1,039999819
21,76;1,039999827
21,77;1,039999836
21,78;1,039999844
21,79;1,039999852
21,8;1,03999986
21,81;1,039999868
21,82;1,039999876
21,83;1,039999884
21,84;1,039999892
21,85;1,0399999
21,86;1,039999908
21,87;1,039999915
21,88;1,039999923
21,89;1,03999993
21,9;1,039999938
21,91;1,039999945
21,92;1,039999952
21,93;1,039999959
21,94;1,039999966
21,95;1,039999973
21,96;1,03999998
21,97;1,039999987
21,98;1,039999994
21,99;1,040000001
22;1,040000008
22,01;1,040000014
22,02;1,040000021
22,03;1,040000027
22,04;1,040000033
22,05;1,04000004
22,06;1,040000046
22,07;1,040000052
22,08;1,040000058
22,09;1,040000064
22,1;1,04000007
22,11;1,040000076
22,12;1,040000082
22,13;1,040000088
22,14;1,040000093
22,15;1,040000099
22,16;1,040000105
22,17;1,04000011
22,18;1,040000115
22,19;1,040000121
22,2;1,040000126
22,21;1,040000131
22,22;1,040000136
22,23;1,040000141
22,24;1,040000146
22,25;1,040000151
22,26;1,040000156
22,27;1,040000161
22,28;1,040000166
22,29;1,04000017
22,3;1,040000175
22,31;1,040000179
22,32;1,040000184
22,33;1,040000188
22,34;1,040000193
22,35;1,040000197
22,36;1,040000201
22,37;1,040000205
22,38;1,040000209
22,39;1,040000213
22,4;1,040000217
22,41;1,040000221
22,42;1,040000225
22,43;1,040000229
22,44;1,040000233
22,45;1,040000236
22,46;1,04000024
22,47;1,040000243
22,48;1,040000247
22,49;1,04000025
22,5;1,040000253
22,51;1,040000257
22,52;1,04000026
22,53;1,040000263
22,54;1,040000266
22,55;1,040000269
22,56;1,040000272
22,57;1,040000275
22,58;1,040000278
22,59;1,040000281
22,6;1,040000284
22,61;1,040000286
22,62;1,040000289
22,63;1,040000292
22,64;1,040000294
22,65;1,040000297
22,66;1,040000299
22,67;1,040000301
22,68;1,040000304
22,69;1,040000306
22,7;1,040000308
22,71;1,04000031
22,72;1,040000312
22,73;1,040000314
22,74;1,040000316
22,75;1,040000318
22,76;1,04000032
22,77;1,040000322
22,78;1,040000324
22,79;1,040000326
22,8;1,040000327
22,81;1,040000329
22,82;1,040000331
22,83;1,040000332
22,84;1,040000334
22,85;1,040000335
22,86;1,040000337
22,87;1,040000338
22,88;1,040000339
22,89;1,040000341
22,9;1,040000342
22,91;1,040000343
22,92;1,040000344
22,93;1,040000345
22,94;1,040000346
22,95;1,040000347
22,96;1,040000348
22,97;1,040000349
22,98;1,04000035
22,99;1,040000351
23;1,040000352
23,01;1,040000352
23,02;1,040000353
23,03;1,040000354
23,04;1,040000354
23,05;1,040000355
23,06;1,040000355
23,07;1,040000356
23,08;1,040000356
23,09;1,040000357
23,1;1,040000357
23,11;1,040000358
23,12;1,040000358
23,13;1,040000358
23,14;1,040000358
23,15;1,040000359
23,16;1,040000359
23,17;1,040000359
23,18;1,040000359
23,19;1,040000359
23,2;1,040000359
23,21;1,040000359
23,22;1,040000359
23,23;1,040000359
23,24;1,040000359
23,25;1,040000359
23,26;1,040000359
23,27;1,040000358
23,28;1,040000358
23,29;1,040000358
23,3;1,040000358
23,31;1,040000357
23,32;1,040000357
23,33;1,040000356
23,34;1,040000356
23,35;1,040000356
23,36;1,040000355
23,37;1,040000355
23,38;1,040000354
23,39;1,040000354
23,4;1,040000353
23,41;1,040000352
23,42;1,040000352
23,43;1,040000351
23,44;1,04000035
23,45;1,04000035
23,46;1,040000349
23,47;1,040000348
23,48;1,040000347
23,49;1,040000346
23,5;1,040000346
23,51;1,040000345
23,52;1,040000344
23,53;1,040000343
23,54;1,040000342
23,55;1,040000341
23,56;1,04000034
23,57;1,040000339
23,58;1,040000338
23,59;1,040000337
23,6;1,040000336
23,61;1,040000335
23,62;1,040000334
23,63;1,040000333
23,64;1,040000331
23,65;1,04000033
23,66;1,040000329
23,67;1,040000328
23,68;1,040000327
23,69;1,040000325
23,7;1,040000324
23,71;1,040000323
23,72;1,040000322
23,73;1,04000032
23,74;1,040000319
23,75;1,040000318
23,76;1,040000316
23,77;1,040000315
23,78;1,040000314
23,79;1,040000312
23,8;1,040000311
23,81;1,040000309
23,82;1,040000308
23,83;1,040000306
23,84;1,040000305
23,85;1,040000303
23,86;1,040000302
23,87;1,0400003
23,88;1,040000299
23,89;1,040000297
23,9;1,040000296
23,91;1,040000294
23,92;1,040000293
23,93;1,040000291
23,94;1,04000029
23,95;1,040000288
23,96;1,040000286
23,97;1,040000285
23,98;1,040000283
23,99;1,040000281
24;1,04000028
24,01;1,040000278
24,02;1,040000277
24,03;1,040000275
24,04;1,040000273
24,05;1,040000271
24,06;1,04000027
24,07;1,040000268
24,08;1,040000266
24,09;1,040000265
24,1;1,040000263
24,11;1,040000261
24,12;1,040000259
24,13;1,040000258
24,14;1,040000256
24,15;1,040000254
24,16;1,040000252
24,17;1,040000251
24,18;1,040000249
24,19;1,040000247
24,2;1,040000245
24,21;1,040000244
24,22;1,040000242
24,23;1,04000024
24,24;1,040000238
24,25;1,040000236
24,26;1,040000235
24,27;1,040000233
24,28;1,040000231
24,29;1,040000229
24,3;1,040000227
24,31;1,040000226
24,32;1,040000224
24,33;1,040000222
24,34;1,04000022
24,35;1,040000218
24,36;1,040000216
24,37;1,040000215
24,38;1,040000213
24,39;1,040000211
24,4;1,040000209
24,41;1,040000207
24,42;1,040000206
24,43;1,040000204
24,44;1,040000202
24,45;1,0400002
24,46;1,040000198
24,47;1,040000196
24,48;1,040000195
24,49;1,040000193
24,5;1,040000191
24,51;1,040000189
24,52;1,040000187
24,53;1,040000186
24,54;1,040000184
24,55;1,040000182
24,56;1,04000018
24,57;1,040000178
24,58;1,040000176
24,59;1,040000175
24,6;1,040000173
24,61;1,040000171
24,62;1,040000169
24,63;1,040000167
24,64;1,040000166
24,65;1,040000164
24,66;1,040000162
24,67;1,04000016
24,68;1,040000159
24,69;1,040000157
24,7;1,040000155
24,71;1,040000153
24,72;1,040000152
24,73;1,04000015
24,74;1,040000148
24,75;1,040000146
24,76;1,040000145
24,77;1,040000143
24,78;1,040000141
24,79;1,040000139
24,8;1,040000138
24,81;1,040000136
24,82;1,040000134
24,83;1,040000133
24,84;1,040000131
24,85;1,040000129
24,86;1,040000127
24,87;1,040000126
24,88;1,040000124
24,89;1,040000122
24,9;1,040000121
24,91;1,040000119
24,92;1,040000118
24,93;1,040000116
24,94;1,040000114
24,95;1,040000113
24,96;1,040000111
24,97;1,040000109
24,98;1,040000108
24,99;1,040000106
25;1,040000105
25,01;1,040000103
25,02;1,040000101
25,03;1,0400001
25,04;1,040000098
25,05;1,040000097
25,06;1,040000095
25,07;1,040000094
25,08;1,040000092
25,09;1,040000091
25,1;1,040000089
25,11;1,040000088
25,12;1,040000086
25,13;1,040000085
25,14;1,040000083
25,15;1,040000082
25,16;1,04000008
25,17;1,040000079
25,18;1,040000077
25,19;1,040000076
25,2;1,040000074
25,21;1,040000073
25,22;1,040000071
25,23;1,04000007
25,24;1,040000069
25,25;1,040000067
25,26;1,040000066
25,27;1,040000065
25,28;1,040000063
25,29;1,040000062
25,3;1,04000006
25,31;1,040000059
25,32;1,040000058
25,33;1,040000056
25,34;1,040000055
25,35;1,040000054
25,36;1,040000052
25,37;1,040000051
25,38;1,04000005
25,39;1,040000049
25,4;1,040000047
25,41;1,040000046
25,42;1,040000045
25,43;1,040000044
25,44;1,040000042
25,45;1,040000041
25,46;1,04000004
25,47;1,040000039
25,48;1,040000038
25,49;1,040000036
25,5;1,040000035
25,51;1,040000034
25,52;1,040000033
25,53;1,040000032
25,54;1,040000031
25,55;1,04000003
25,56;1,040000028
25,57;1,040000027
25,58;1,040000026
25,59;1,040000025
25,6;1,040000024
25,61;1,040000023
25,62;1,040000022
25,63;1,040000021
25,64;1,04000002
25,65;1,040000019
25,66;1,040000018
25,67;1,040000017
25,68;1,040000016
25,69;1,040000015
25,7;1,040000014
25,71;1,040000013
25,72;1,040000012
25,73;1,040000011
25,74;1,04000001
25,75;1,040000009
25,76;1,040000008
25,77;1,040000007
25,78;1,040000006
25,79;1,040000005
25,8;1,040000004
25,81;1,040000003
25,82;1,040000003
25,83;1,040000002
25,84;1,040000001
25,85;1,04
25,86;1,039999999
25,87;1,039999998
25,88;1,039999998
25,89;1,039999997
25,9;1,039999996
25,91;1,039999995
25,92;1,039999994
25,93;1,039999994
25,94;1,039999993
25,95;1,039999992
25,96;1,039999991
25,97;1,039999991
25,98;1,03999999
25,99;1,039999989
26;1,039999988
26,01;1,039999988
26,02;1,039999987
26,03;1,039999986
26,04;1,039999986
26,05;1,039999985
26,06;1,039999984
26,07;1,039999984
26,08;1,039999983
26,09;1,039999982
26,1;1,039999982
26,11;1,039999981
26,12;1,03999998
26,13;1,03999998
26,14;1,039999979
26,15;1,039999979
26,16;1,039999978
26,17;1,039999977
26,18;1,039999977
26,19;1,039999976
26,2;1,039999976
26,21;1,039999975
26,22;1,039999975
26,23;1,039999974
26,24;1,039999974
26,25;1,039999973
26,26;1,039999973
26,27;1,039999972
26,28;1,039999972
26,29;1,039999971
26,3;1,039999971
26,31;1,03999997
26,32;1,03999997
26,33;1,039999969
26,34;1,039999969
26,35;1,039999969
26,36;1,039999968
26,37;1,039999968
26,38;1,039999967
26,39;1,039999967
26,4;1,039999967
26,41;1,039999966
26,42;1,039999966
26,43;1,039999965
26,44;1,039999965
26,45;1,039999965
26,46;1,039999964
26,47;1,039999964
26,48;1,039999964
26,49;1,039999963
26,5;1,039999963
26,51;1,039999963
26,52;1,039999962
26,53;1,039999962
26,54;1,039999962
26,55;1,039999962
26,56;1,039999961
26,57;1,039999961
26,58;1,039999961
26,59;1,03999996
26,6;1,03999996
26,61;1,03999996
26,62;1,03999996
26,63;1,039999959
26,64;1,039999959
26,65;1,039999959
26,66;1,039999959
26,67;1,039999959
26,68;1,039999958
26,69;1,039999958
26,7;1,039999958
26,71;1,039999958
26,72;1,039999958
26,73;1,039999957
26,74;1,039999957
26,75;1,039999957
26,76;1,039999957
26,77;1,039999957
26,78;1,039999957
26,79;1,039999957
26,8;1,039999956
26,81;1,039999956
26,82;1,039999956
26,83;1,039999956
26,84;1,039999956
26,85;1,039999956
26,86;1,039999956
26,87;1,039999956
26,88;1,039999956
26,89;1,039999955
26,9;1,039999955
26,91;1,039999955
26,92;1,039999955
26,93;1,039999955
26,94;1,039999955
26,95;1,039999955
26,96;1,039999955
26,97;1,039999955
26,98;1,039999955
26,99;1,039999955
27;1,039999955
27,01;1,039999955
27,02;1,039999955
27,03;1,039999955
27,04;1,039999955
27,05;1,039999955
27,06;1,039999955
27,07;1,039999955
27,08;1,039999955
27,09;1,039999955
27,1;1,039999955
27,11;1,039999955
27,12;1,039999955
27,13;1,039999955
27,14;1,039999955
27,15;1,039999955
27,16;1,039999955
27,17;1,039999955
27,18;1,039999955
27,19;1,039999955
27,2;1,039999955
27,21;1,039999955
27,22;1,039999955
27,23;1,039999955
27,24;1,039999955
27,25;1,039999955
27,26;1,039999956
27,27;1,039999956
27,28;1,039999956
27,29;1,039999956
27,3;1,039999956
27,31;1,039999956
27,32;1,039999956
27,33;1,039999956
27,34;1,039999956
27,35;1,039999956
27,36;1,039999956
27,37;1,039999957
27,38;1,039999957
27,39;1,039999957
27,4;1,039999957
27,41;1,039999957
27,42;1,039999957
27,43;1,039999957
27,44;1,039999957
27,45;1,039999958
27,46;1,039999958
27,47;1,039999958
27,48;1,039999958
27,49;1,039999958
27,5;1,039999958
27,51;1,039999958
27,52;1,039999959
27,53;1,039999959
27,54;1,039999959
27,55;1,039999959
27,56;1,039999959
27,57;1,039999959
27,58;1,039999959
27,59;1,03999996
27,6;1,03999996
27,61;1,03999996
27,62;1,03999996
27,63;1,03999996
27,64;1,039999961
27,65;1,039999961
27,66;1,039999961
27,67;1,039999961
27,68;1,039999961
27,69;1,039999961
27,7;1,039999962
27,71;1,039999962
27,72;1,039999962
27,73;1,039999962
27,74;1,039999962
27,75;1,039999963
27,76;1,039999963
27,77;1,039999963
27,78;1,039999963
27,79;1,039999963
27,8;1,039999964
27,81;1,039999964
27,82;1,039999964
27,83;1,039999964
27,84;1,039999964
27,85;1,039999965
27,86;1,039999965
27,87;1,039999965
27,88;1,039999965
27,89;1,039999965
27,9;1,039999966
27,91;1,039999966
27,92;1,039999966
27,93;1,039999966
27,94;1,039999966
27,95;1,039999967
27,96;1,039999967
27,97;1,039999967
27,98;1,039999967
27,99;1,039999968
28;1,039999968
28,01;1,039999968
28,02;1,039999968
28,03;1,039999968
28,04;1,039999969
28,05;1,039999969
28,06;1,039999969
28,07;1,039999969
28,08;1,03999997
28,09;1,03999997
28,1;1,03999997
28,11;1,03999997
28,12;1,03999997
28,13;1,039999971
28,14;1,039999971
28,15;1,039999971
28,16;1,039999971
28,17;1,039999972
28,18;1,039999972
